,Unnamed: 0,highway,side,between,time,start_loc,end_loc,end_lat,end_lon,start_lat,start_lon,avg_lat,avg_lon,geohash
2517,2517,Alfred Avenue,Both,Longmore Street and Wilfred Avenue,8:00 a.m. to 10:00 a.m. Mon. to Fri.,Longmore Street , Wilfred Avenue,43.768332000000015,-79.395813,43.76775599999999,-79.3983915,43.768044,-79.39710225,dpz8cr8
2518,2518,Grey Road (NY),Both,Glengarry Avenue and Douglas Avenue,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",Glengarry Avenue , Douglas Avenue,43.723107,-79.4191005,43.72237799999999,-79.41879,43.722742499999995,-79.41894525000001,dpz88z2
2519,2519,Canterbury Place,West,Churchill Avenue and Horsham Avenue,Anytime,Churchill Avenue , Horsham Avenue,43.774542000000004,-79.4156175,43.77352500000002,-79.4151945,43.774033500000016,-79.41540599999999,dpz90bg
2520,2520,Castlegrove Boulevard,West,A point 77 metres north of Broadlands Boulevard and a point 25 metres further north,Anytime,A point 77 metres north of Broadl,s Boulevard ,43.7475295700749,-79.3196063128938,43.648690000000045,-79.38543999999995,43.698109785037474,-79.35252315644686,dpz8d6c
2521,2521,Bessarion Road,West,Caracas Road and a point 35 metres north,Anytime,Caracas Road , a point 35 metres north,43.648690000000045,-79.38543999999996,43.767873,-79.376373,43.70828150000003,-79.38090649999998,dpz89su
2522,2522,Teddington Park Avenue,South,Bocastle Avenue and Mount Pleasant Road,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",Bocastle Avenue , Mount Pleasant Road,43.73398800000001,-79.3997235,43.73346599999999,-79.40210400000001,43.733727,-79.40091375,dpz8c1q
2523,2523,Brentcliffe Road,West,Killdeer Crescent (south intersection) and Glenvale Boulevard/Killdeer Crescent (north intersection),Anytime,Killdeer Crescent (south intersection) , Glenvale Boulevard/Killdeer Crescent (north intersection),43.71874200000001,-79.36556399999999,43.718742,-79.3655595,43.718742000000006,-79.36556175,dpz89yz
2524,2524,Pinto Drive,South,Edmonton Drive and Cherokee Boulevard,Anytime,Edmonton Drive , Cherokee Boulevard,43.792640999999996,-79.3371825,43.79127299999999,-79.34137199999998,43.791957,-79.33927724999998,dpz94s4
2525,2525,Sackville Street,East,A point 50 metres north of Shuter Street and a point 30 metres further north,Anytime,A point 50 metres north of Shuter Street , a point 30 metres further north,43.648690000000045,-79.38543999999996,43.65758700000001,-79.3620135,43.653138500000026,-79.37372674999997,dpz83fc
2526,2526,St. David Street,South,A point 86 metres east of Sackville Street and a point 55 metres further east,Anytime,A point 86 metres east of Sackville Street , a point 55 metres further east,43.648690000000045,-79.38543999999996,43.658883,-79.362504,43.653786500000024,-79.37397199999998,dpz83fc
2527,2527,St. David Street,North,Sackville Street and a point 73 metres east of St. Belshaw Street,Anytime,Sackville Street , a point 73 metres east of St. Belshaw Street,43.648690000000045,-79.38543999999996,43.658883,-79.362504,43.653786500000024,-79.37397199999998,dpz83fc
2528,2528,Mosley Street,North,Eastern Avenue and a point 28 metres west of Leslie Street,Anytime,Eastern Avenue , a point 28 metres west of Leslie Street,43.66051200000001,-79.329033,43.660314,-79.330752,43.660413000000005,-79.3298925,dpz86u1
2529,2529,Arlington Avenue,East and North,A point 39 metres north of Durham Avenue and Winnett Avenue,Anytime,A point 39 metres north of Durham Avenue , Winnett Avenue,43.694846999999996,-79.4357235,43.69278600000001,-79.43359050000001,43.693816500000004,-79.434657,dpz886j
2530,2530,Collahie Street,South,Gladstone Avenue and Beaconsfield Avenue,Anytime,Gladstone Avenue , Beaconsfield Avenue,43.64905499999999,-79.4279205,43.64875800000002,-79.429491,43.64890650000001,-79.42870575,dpz82d1
2531,2531,Raglan Avenue,East,St. Clair Avenue West and a point 60.3 metres north,Anytime,St. Clair Avenue West , a point 60.3 metres north,43.648690000000045,-79.38543999999996,43.682958000000006,-79.4195235,43.66582400000003,-79.40248174999998,dpz83jh
2532,2532,Raglan Avenue,West,A point 32.7 metres north of St. Clair Avenue West and a point 60.3 metres north of St. Clair Avenue West,Anytime,A point 32.7 metres north of St. Clair Avenue West , a point 60.3 metres north of St. Clair Avenue West,43.682958000000006,-79.4195235,43.682958000000006,-79.4195235,43.682958000000006,-79.4195235,dpz88b0
2533,2533,Randolph Road,West,A point 47 metres south of McRae Drive and a point 67.5 metres south of McRae Drive,Anytime,A point 47 metres south of McRae Drive , a point 67.5 metres south of McRae Drive,43.70938199999999,-79.36441649999999,43.70938199999999,-79.36441649999998,43.70938199999999,-79.36441649999998,dpz8dj0
2534,2534,Randolph Road,West,Markham Avenue and a point 67.5 metres south of McRae Drive,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",Markham Avenue , a point 67.5 metres south of McRae Drive,43.70938199999999,-79.36441649999999,43.70746499999999,-79.36364250000001,43.708423499999995,-79.3640295,dpz8dhb
2535,2535,Randolph Road,Both,McRae Drive and Parkhurst Boulevard,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",McRae Drive , Parkhurst Boulevard,43.71066,-79.3649295,43.70938199999999,-79.364412,43.710021,-79.36467075,dpz8dj0
2536,2536,Redway Road,Both,Millwood Road and the southwest end of Redway Road,Anytime,Millwood Road , the southwest end of Redway Road,43.69880532902002,-79.36162296644306,43.701858,-79.35811199999998,43.70033166451001,-79.35986748322152,dpz8d57
2537,2537,Research Road,Both,Brentcliffe Road and a point 15 metres east,Anytime,Brentcliffe Road , a point 15 metres east,43.71277045197738,-79.35484221876979,43.711965000000006,-79.3587105,43.71236772598869,-79.3567763593849,dpz8djw
2538,2538,Research Road,North,A point 225 metres west of Leslie Street and a point 265 metres west of Leslie Street,Anytime,A point 225 metres west of Leslie Street , a point 265 metres west of Leslie Street,43.713585,-79.3509615,43.713584999999995,-79.3509615,43.713584999999995,-79.3509615,dpz8dmf
2539,2539,Research Road,North,A point 94 metres east of Brentcliffe Road and a point 16.5 metres further east,Anytime,A point 94 metres east of Brentcliffe Road , a point 16.5 metres further east,43.648690000000045,-79.38543999999996,43.711965000000006,-79.3587105,43.680327500000026,-79.37207524999998,dpz83zg
2540,2540,Rexleigh Drive,East,A point 132 metres south of St. Clair Avenue East and a point 183 metres south of St. Clair Avenue East,Anytime,A point 132 metres south of St. Clair Avenue East , a point 183 metres south of St. Clair Avenue East,43.70669099999999,-79.3070955,43.70669099999999,-79.3070955,43.70669099999999,-79.3070955,dpz8ekd
2541,2541,Rexleigh Drive,West,St. Clair Avenue East and Taylor Creek Trail,Anytime,St. Clair Avenue East , Taylor Creek Trail,43.69811084438716,-79.28406281827628,43.70669099999999,-79.3070955,43.702400922193576,-79.29557915913814,dpz8eef
2542,2542,Rolph Road,East,Sutherland Drive and Southvale Drive,Anytime,Sutherl, Drive ,43.69992753214198,-79.36669405508144,43.70033700000001,-79.367193,43.700132266070995,-79.36694352754071,dpz89gq
2543,2543,Roosevelt Road,East,Memorial Park Avenue and Cosburn Avenue,Anytime,Memorial Park Avenue , Cosburn Avenue,43.693461,-79.331121,43.691643,-79.33044149999998,43.692552,-79.33078124999999,dpz8dcc
2544,2544,Roosevelt Road,East,Sammon Avenue and Mortimer Avenue,Anytime,Sammon Avenue , Mortimer Avenue,43.68987000000001,-79.3297935,43.68817800000001,-79.3286415,43.68902400000001,-79.3292175,dpz8dc6
2545,2545,Rosevear Avenue,North,Avonlea Boulevard and Dawes Road,Anytime,Avonlea Boulevard , Dawes Road,43.69306499999999,-79.2971505,43.69352399999999,-79.295121,43.69329449999999,-79.29613574999999,dpz8ed4
2546,2546,Roxville Avenue,East,Glenvale Boulevard and Annesley Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri., except public holidays",Glenvale Boulevard , Annesley Avenue,43.715259,-79.3748835,43.716645,-79.375491,43.715952,-79.37518725,dpz89y0
2547,2547,Rumsey Road,East,Ventnor Avenue and Trenton Avenue,Anytime,Ventnor Avenue , Trenton Avenue,43.698834000000005,-79.31709,43.699490999999995,-79.31741849999997,43.6991625,-79.31725424999999,dpz8e54
2548,2548,Rumsey Road,West,Eglinton Avenue and Donlea Drive,Anytime,Eglinton Avenue , Donlea Drive,43.71347700000001,-79.37001,43.712577,-79.36965,43.71302700000001,-79.36983,dpz89vs
2549,2549,Rumsey Road,East,Eglinton Avenue and Donlea Drive,"7:00 a.m. to 9:00 a.m., 4:00 p.m. to 6:00 p.m., Mon. to Fri.",Eglinton Avenue , Donlea Drive,43.71347700000001,-79.37001,43.712577,-79.36965,43.71302700000001,-79.36983,dpz89vs
2550,2550,Rumsey Road,East,Parklea Drive and Eglinton Avenue East,4:30 p.m. to 6:00 p.m.,Parklea Drive , Eglinton Avenue East,43.712576999999996,-79.36965,43.711659000000004,-79.369254,43.712118000000004,-79.369452,dpz89vs
2551,2551,Rumsey Road,East,Broadway Avenue and Glenvale Boulevard,"8:00 a.m. to 10:00 a.m., Mon. to Fri.",Broadway Avenue , Glenvale Boulevard,43.717455000000015,-79.371612,43.71518700000002,-79.37068049999998,43.71632100000002,-79.37114624999998,dpz89y7
2552,2552,Rumsey Road,West,Broadway Avenue and Glenvale Boulevard,"8:00 a.m. to 10:00 a.m., Mon. to Fri.",Broadway Avenue , Glenvale Boulevard,43.717455000000015,-79.371612,43.71518700000002,-79.37068049999998,43.71632100000002,-79.37114624999998,dpz89y7
2553,2553,St. Clair Avenue East,North,Marilyn Crescent and a point 44 metres west,"4:00 p.m. of one day to 8:00 a.m. of the next following day, Mon. to Fri.; Anytime, Sat. and Sun. and public holidays",Marilyn Crescent , a point 44 metres west,43.648690000000045,-79.38543999999996,43.704927000000005,-79.3164105,43.67680850000002,-79.35092524999999,dpz86r4
2554,2554,St. Clair Avenue East,North,A point 65 metres west of Marilyn Crescent and a point 44 metres further west,"9:00 a.m. to 11:00 a.m., 1:00 p.m. to 3:00 p.m., 4:00 p.m. of one day to 8:00 a.m. the next following day, Mon. to Fri.; Anytime, Sat., Sun. and public holidays",A point 65 metres west of Marilyn Crescent , a point 44 metres further west,43.648690000000045,-79.38543999999996,43.70492699999999,-79.316415,43.67680850000002,-79.35092749999998,dpz86r4
2555,2555,St. Clair Avenue East,North,O'Connor Drive and a point 39.5 metres west of O'Connor Drive,Anytime,O'Connor Drive , a point 39.5 metres west of O'Connor Drive,43.70552099999999,-79.31272499999999,43.70552099999999,-79.31272499999999,43.70552099999999,-79.31272499999999,dpz8ehq
2556,2556,St. Clair Avenue East,North,A point 64 metres west of O'Connor Drive and a point 92 metres west of O'Connor Drive,Anytime,A point 64 metres west of O'Connor Drive , a point 92 metres west of O'Connor Drive,43.70552099999999,-79.31272499999999,43.70552099999999,-79.31272499999999,43.70552099999999,-79.31272499999999,dpz8ehq
2557,2557,St. Clair Avenue East,South,O'Connor Drive and Sandra Road,Anytime,O'Connor Drive , S,43.71844846466971,-79.25276393331949,43.70552099999999,-79.31272499999999,43.711984732334855,-79.28274446665974,dpz8evs
2558,2558,St. Cuthbert's Road,North,Bayview Avenue and Berney Crescent,Anytime,Bayview Avenue , Berney Crescent,43.702551,-79.371648,43.702056,-79.37375399999998,43.7023035,-79.37270099999998,dpz89gf
2559,2559,St. Hubert Avenue,West,O'Connor Drive and Cosburn Avenue,Anytime,O'Connor Drive , Cosburn Avenue,43.691805000000016,-79.3387035,43.695440999999995,-79.34013449999998,43.693623,-79.33941899999999,dpz8dd4
2560,2560,Sammon Avenue,North,Knight Street and Glebemount Avenue,"8:00 a.m. to 10 a.m., 3:00 p.m. to 5:00 p.m., Mon. to Fri.",Knight Street , Glebemount Avenue,43.690023,-79.3199655,43.689303,-79.3233405,43.689662999999996,-79.321653,dpz8dcr
2561,2561,Sammon Avenue,South,Woodmount Avenue and Pape Avenue,Anytime,Woodmount Avenue , Pape Avenue,43.68440699999999,-79.3469115,43.69054500000002,-79.317504,43.687476000000004,-79.33220775000001,dpz8dc0
2562,2562,Sammon Avenue,North,Woodbine Avenue and Woodmount Avenue,Anytime,Woodbine Avenue , Woodmount Avenue,43.690545000000014,-79.317504,43.69105800000001,-79.3151055,43.69080150000001,-79.31630475,dpz8e1e
2563,2563,Sammon Avenue,North,Glebemount Avenue and Woodmount Avenue,"10:00 a.m. to 2:00 p.m., Wed. only",Glebemount Avenue , Woodmount Avenue,43.690545000000014,-79.317504,43.690023,-79.31996550000001,43.690284000000005,-79.31873475,dpz8e19
2564,2564,Sammon Avenue,North,Linsmore Crescent and a point 38 metres east of Linsmore Crescent,Anytime,Linsmore Crescent , a point 38 metres east of Linsmore Crescent,43.68741299999999,-79.332111,43.687404,-79.33210650000002,43.6874085,-79.33210875,dpz8dc0
2565,2565,Sammon Avenue,North,Durant Avenue and Coxwell Avenue,"9:00 a.m. to 11:0 0 a.m., 1:30 p.m. to 3:00 p.m., 4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Durant Avenue , Coxwell Avenue,43.688762999999994,-79.3258335,43.688367,-79.3277145,43.688565,-79.326774,dpz8dck
2566,2566,Sandra Road,North,O'Connor Drive and a point 19 metres west of O'Connor Drive,Anytime,O'Connor Drive , a point 19 metres west of O'Connor Drive,43.70445000000001,-79.31365199999999,43.70445000000001,-79.31365199999998,43.70445000000001,-79.31365199999999,dpz8ehj
2567,2567,Sandra Road,South,O'Connor Drive and St. Clair Avenue East,Anytime,O'Connor Drive , St. Clair Avenue East,43.70504154302672,-79.31468388204749,43.70445000000001,-79.31365199999998,43.70474577151336,-79.31416794102373,dpz8ehj
2568,2568,Secord Avenue,North,A point 59.4 metres west of Dawes Road and a point 40.6 metres further west,Anytime,A point 59.4 metres west of Dawes Road , a point 40.6 metres further west,43.648690000000045,-79.38543999999996,43.693524,-79.2972135,43.67110700000002,-79.34132674999998,dpz86w1
2569,2569,Carlaw Avenue,West,Westwood Avenue and Gowan Avenue,Anytime,Westwood Avenue , Gowan Avenue,43.68795299999999,-79.3508535,43.68615299999999,-79.35021,43.68705299999999,-79.35053175,dpz8d2f
2570,2570,Cedarvale Avenue,East,A point opposite the northerly limit of Bracebridge Avenue and Trenton Avenue,Anytime,A point opposite the northerly limit of Bracebridge Avenue , Trenton Avenue,43.698645,-79.316451,43.69820400000002,-79.31625299999997,43.69842450000001,-79.316352,dpz8e55
2571,2571,Cosburn Avenue,North,Coxwell Avenue and a point 152.2 metres east of Coxwell Avenue,Anytime,Coxwell Avenue , a point 152.2 metres east of Coxwell Avenue,43.69414499999999,-79.3280025,43.69414499999999,-79.3280025,43.69414499999999,-79.3280025,dpz8df7
2572,2572,Durant Avenue,West,A point 37 metres north of Cosburn Avenue and a point 46 metres south of Plains Road,"8:30 a.m. to 4:30 p.m., Mon. to Fri., except public holidays",A point 37 metres north of Cosburn Avenue , a point 46 metres south of Plains Road,43.69547700000001,-79.330842,43.69369499999999,-79.330113,43.694586,-79.3304775,dpz8df3
2573,2573,Durant Avenue,East,Cosburn Avenue and Plains Road,Anytime,Cosburn Avenue , Plains Road,43.69547700000001,-79.330842,43.69369499999999,-79.330113,43.694586,-79.3304775,dpz8df3
2574,2574,Lumsden Avenue,North,Oak Park Avenue and Gledhill Avenue,Anytime,Oak Park Avenue , Gledhill Avenue,43.69361399999999,-79.311555,43.69390200000001,-79.31035349999998,43.693758,-79.31095424999998,dpz8e4p
2575,2575,Oak Park Avenue,West,Cosburn Avenue and Lumsden Avenue,Anytime,Cosburn Avenue , Lumsden Avenue,43.69390200000001,-79.31035349999999,43.696935,-79.31260350000001,43.6954185,-79.31147849999999,dpz8e4x
2576,2576,Randolph Road,Both,McRae Drive and Parkhurst Boulevard,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",McRae Drive , Parkhurst Boulevard,43.71066,-79.3649295,43.70938199999999,-79.364412,43.710021,-79.36467075,dpz8dj0
2577,2577,Randolph Road,West,Millwood Road and Rutherglen Road,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",Millwood Road , Rutherglen Road,43.702245000000005,-79.363602,43.70306400000001,-79.36319250000001,43.70265450000001,-79.36339725,dpz8d5c
2578,2578,Secord Avenue,South,Barrington Avenue and Dawes Road,Anytime,Barrington Avenue , Dawes Road,43.693524,-79.2972135,43.692597000000006,-79.3023525,43.6930605,-79.29978299999999,dpz8e6p
2579,2579,Selwyn Avenue,West,Dalecrest Drive and Westview Boulevard,Anytime,Dalecrest Drive , Westview Boulevard,43.71042600000001,-79.3075635,43.70905800000001,-79.3069335,43.70974200000001,-79.3072485,dpz8em4
2580,2580,Selwyn Avenue,East,A point 24 metres north of Gardens Crescent and a point 25.5 metres further north,"9:30 a.m. to 11:30 a.m., 1:30 p.m. to 3:00 p.m., Mon. to Fri.",A point 24 metres north of Gardens Crescent , a point 25.5 metres further north,43.648690000000045,-79.38543999999996,43.70836500000002,-79.306623,43.67852750000003,-79.34603149999998,dpz86rm
2581,2581,Selwyn Avenue,East,A point 49.5 metres north of Gardens Crescent and Dalecrest Drive,Anytime,A point 49.5 metres north of Gardens Crescent , Dalecrest Drive,43.709058000000006,-79.3069335,43.70836500000002,-79.306623,43.708711500000014,-79.30677825000001,dpz8ekf
2582,2582,Selwyn Avenue,East,A point 9 metres south of Gardens Crescent and a point 23 metres further south,"9:30 a.m. to 11:30 a.m., 1:30 p.m. to 3:00 p.m., Mon. to Fri.",A point 9 metres south of Gardens Crescent , a point 23 metres further south,43.648690000000045,-79.38543999999996,43.70836500000002,-79.306623,43.67852750000003,-79.34603149999998,dpz86rm
2583,2583,Clearview Heights,South and west,Trethewey Drive (east intersection) and a point 75 metres south of Trethewey Drive (west intersection),Anytime,Trethewey Drive (east intersection) , a point 75 metres south of Trethewey Drive (west intersection),43.693388999999996,-79.4832525,43.693397999999995,-79.48325249999998,43.6933935,-79.48325249999999,dpz2x64
2584,2584,Cliff Street,East,Alliance Avenue and Cordella Avenue,Anytime,Alliance Avenue , Cordella Avenue,43.679637000000014,-79.484661,43.67824200000001,-79.48372049999999,43.67893950000001,-79.48419075,dpz2rr9
2585,2585,Cliff Street,East,Bushey Avenue and Lambton Avenue,Anytime,Bushey Avenue , Lambton Avenue,43.68371400000001,-79.48612349999999,43.68294900000001,-79.48579050000001,43.68333150000001,-79.485957,dpz2x22
2586,2586,Cliff Street,West,Cordella Avenue and Jasper Avenue,Anytime,Cordella Avenue , Jasper Avenue,43.68213900000001,-79.48545299999999,43.67963700000002,-79.484661,43.68088800000001,-79.485057,dpz2rrb
2587,2587,Clouston Avenue,South,Denison Road West and Monklands Avenue,Anytime,Denison Road West , Monkl,43.69445395538898,-79.50738919731795,43.693622999999995,-79.511112,43.69403847769449,-79.50925059865898,dpz2wdr
2588,2588,Clouston Avenue,North,Monklands Avenue and Weston Road,Anytime,Monkl,s Avenue ,43.697502000000014,-79.405614,43.69445395538897,-79.50738919731795,43.6959779776945,-79.45650159865897,dpz2xft
2589,2589,Clouston Avenue East,North,Weston Road and a point 43 metres east,Anytime,Weston Road , a point 43 metres east,43.79015913888244,-79.13557994902368,43.694694,-79.50636,43.74242656944122,-79.32096997451184,dpz8g50
2590,2590,Clouston Avenue,North,A point 110 metres east of Weston Road and a point 32 metres east thereof,Anytime,A point 110 metres east of Weston Road , a point 32 metres east thereof,43.648690000000045,-79.38543999999996,43.694694,-79.50636,43.67169200000002,-79.44589999999998,dpz82nj
2591,2591,Clouston Avenue,South,Weston Road and the east end of Clouston Avenue,Anytime,Weston Road , the east end of Clouston Avenue,43.69445395538898,-79.50738919731795,43.694694,-79.50636,43.69457397769449,-79.50687459865898,dpz2wf2
2592,2592,Clovelly Avenue,South,A point 29 metres east of Glenholme Avenue and a point 6 metres east thereof,Anytime,A point 29 metres east of Glenholme Avenue , a point 6 metres east thereof,43.648690000000045,-79.38543999999996,43.694424,-79.444323,43.67155700000002,-79.41488149999998,dpz82y5
2593,2593,Clovelly Avenue,South,A point 73.1 metres west of Oakwood Avenue and a point 6 metres east thereof,Anytime,A point 73.1 metres west of Oakwood Avenue , a point 6 metres east thereof,43.648690000000045,-79.38543999999996,43.694964,-79.44180300000001,43.67182700000002,-79.41362149999998,dpz82yh
2594,2594,Clovelly Avenue,South,Oakwood Avenue and Winona Drive,Anytime,Oakwood Avenue , Winona Drive,43.695594,-79.438023,43.694964,-79.44180300000001,43.695279,-79.439913,dpz8863
2595,2595,Clovelly Avenue,North,Glenholme Avenue and Oakwood Avenue,Anytime,Glenholme Avenue , Oakwood Avenue,43.694964,-79.441803,43.694424,-79.444323,43.694694,-79.443063,dpz884r
2596,2596,Cloverlawn Avenue,North,A point 64.8 metres east of Dufferin Street and Lauder Avenue,"Anytime, except the 1st Wed and 3rd Wed. of each month, Apr. 1 to Nov. 30, inclusive",A point 64.8 metres east of Dufferin Street , Lauder Avenue,43.681968000000005,-79.4410515,43.681275,-79.44440399999998,43.681621500000006,-79.44272774999999,dpz82pz
2597,2597,Cloverlawn Avenue,South,A point 64.8 metres east of Dufferin Street and Lauder Avenue,"1st and 3rd Wed. of each month, Apr. 1st to Nov. 30th, inclusive",A point 64.8 metres east of Dufferin Street , Lauder Avenue,43.681968000000005,-79.4410515,43.681275,-79.44440399999998,43.681621500000006,-79.44272774999999,dpz82pz
2598,2598,Coates Avenue,North,The west end of Coates Avenue and Winona Drive,"Anytime, except the 1st Wed and 3rd Wed. of each month, Apr. 1 to Nov. 30, inclusive",The west end of Coates Avenue , Winona Drive,43.685289,-79.43392349999999,43.685223337679965,-79.43434209729016,43.685256168839985,-79.43413279864507,dpz882t
2599,2599,Coates Avenue,South,The west end of Coates Avenue and Winona Drive,"1st and 3rd Wed. of each month, Apr. 1st to Nov. 30th, inclusive",The west end of Coates Avenue , Winona Drive,43.685289,-79.43392349999999,43.685223337679965,-79.43434209729016,43.685256168839985,-79.43413279864507,dpz882t
2600,2600,Cobalt Street,South,Jane Street and the east end of Cobalt Street,Anytime,Jane Street , the east end of Cobalt Street,43.6923788382728,-79.49962664282091,43.692084,-79.50104999999998,43.692231419136405,-79.50033832141045,dpz2wcv
2601,2601,Colbalt Street,North,A point 67.7 metres east of Jane Street and a point 6 metres east thereof,Anytime,A point 67.7 metres east of Jane Street , a point 6 metres east thereof,43.648690000000045,-79.38543999999996,43.692075,-79.50105,43.670382500000024,-79.44324499999999,dpz82jz
2602,2602,Commodore Avenue,North,Silverthorn Avenue and Haverson Boulevard,Anytime,Silverthorn Avenue , Haverson Boulevard,43.68958199999999,-79.46552249999999,43.68938399999999,-79.467282,43.68948299999999,-79.46640224999999,dpz2x9q
2603,2603,Connaught Circle,East,Vaughan Road and Heathdale Road,Anytime,Vaughan Road , Heathdale Road,43.68996000000001,-79.4254905,43.68839400000002,-79.4255715,43.689177000000015,-79.425531,dpz889k
2604,2604,Ridelle Avenue,South,Dufferin Street and a point 30 metres east,Anytime,Dufferin Street , a point 30 metres east,43.648690000000045,-79.38543999999996,43.70150699999999,-79.45190099999998,43.67509850000002,-79.41867049999996,dpz82yc
2605,2605,Ridelle Avenue,South,A point 103 metres west of Locksley Avenue and a point 9 metres east thereof,Anytime,A point 103 metres west of Locksley Avenue , a point 9 metres east thereof,43.648690000000045,-79.38543999999996,43.70238900000001,-79.448643,43.67553950000003,-79.41704149999998,dpz82yf
2606,2606,Ridelle Avenue,North,Dufferin Street and Locksley Avenue,Anytime,Dufferin Street , Locksley Avenue,43.70238900000001,-79.448643,43.70150699999999,-79.45190099999998,43.701948,-79.45027199999998,dpz885d
2607,2607,Ridelle Avenue,North,Locksley Avenue and Marlee Avenue,"From the 1st day of each month to the 15th day of each month, Apr. 1 to Nov. 30, inclusive",Locksley Avenue , Marlee Avenue,43.70383799999999,-79.441731,43.70238900000001,-79.448643,43.7031135,-79.445187,dpz885v
2608,2608,Ridelle Avenue,South,Locksley Avenue and Marlee Avenue,"From the 16th day of each month to the last day of each month, Apr. 1 to Nov. 30, inclusive",Locksley Avenue , Marlee Avenue,43.70383799999999,-79.441731,43.70238900000001,-79.448643,43.7031135,-79.445187,dpz885v
2609,2609,Ridelle Avenue,North,Locksley Avenue and Marlee Avenue,"Anytime, Dec. 1 to Mar. 31, inclusive",Locksley Avenue , Marlee Avenue,43.70383799999999,-79.441731,43.70238900000001,-79.448643,43.7031135,-79.445187,dpz885v
2610,2610,Ridelle Avenue,North and south,Marlee Avenue and a point 189.1 metres east of Marlee Avenue,Anytime,Marlee Avenue , a point 189.1 metres east of Marlee Avenue,43.70383799999999,-79.441731,43.70383799999999,-79.441731,43.70383799999999,-79.441731,dpz88k0
2611,2611,Rivercrest Road,South and west,Jane Street and Humberview Road,Anytime,Jane Street , Humberview Road,43.65360828752323,-79.48817440207668,43.65014400000001,-79.484832,43.65187614376162,-79.48650320103835,dpz2r4x
2612,2612,Riverside Drive,North,Bloor Street West and a point 58 metres east,Anytime,Bloor Street West , a point 58 metres east,43.648690000000045,-79.38543999999996,43.648109999999996,-79.4908935,43.648400000000024,-79.43816674999998,dpz823f
2613,2613,Riverside Drive,South,Bloor Street West and Old Mill Drive,Anytime,Bloor Street West , Old Mill Drive,43.65012599999999,-79.48937249999999,43.648109999999996,-79.4908935,43.649117999999994,-79.49013299999999,dpz2r4j
2614,2614,Riverview Gardens,East,A point 112.3 metres north of Bloor Street West and Halford Avenue,"Anytime, Mon. to Sat.",A point 112.3 metres north of Bloor Street West , Halford Avenue,43.650926999999996,-79.4890125,43.648542000000006,-79.485507,43.6497345,-79.48725974999999,dpz2r4p
2615,2615,Riverview Gardens,East,A point 51.3 metres north of Bloor Street West and a point 61 metres north thereof,Anytime,A point 51.3 metres north of Bloor Street West , a point 61 metres north thereof,43.648690000000045,-79.38543999999996,43.648542000000006,-79.485507,43.648616000000025,-79.43547349999997,dpz823u
2616,2616,Riverview Gardens,West,A point 51.3 metres north of Bloor Street West and Halford Avenue,Anytime,A point 51.3 metres north of Bloor Street West , Halford Avenue,43.650926999999996,-79.4890125,43.648542000000006,-79.485507,43.6497345,-79.48725974999999,dpz2r4p
2617,2617,Robert Street,North,Grattan Street and Cypress Street,"From the 1st day of each month to the 15th day of each month, Apr. 1 to Nov. 30, inclusive",Grattan Street , Cypress Street,43.707114,-79.5172455,43.706187,-79.520922,43.706650499999995,-79.51908375,dpz2wkx
2618,2618,Robert Street,South,Grattan Street and Cypress Street,"From the 16th day of each month to the last day of each month, Apr. 1 to Nov. 30, inclusive",Grattan Street , Cypress Street,43.707114,-79.5172455,43.706187,-79.520922,43.706650499999995,-79.51908375,dpz2wkx
2619,2619,Robert Street,South,Grattan Street and Cypress Street,"Anytime, Dec. 1 to Mar. 31, inclusive",Grattan Street , Cypress Street,43.707114,-79.5172455,43.706187,-79.520922,43.706650499999995,-79.51908375,dpz2wkx
2620,2620,Robina Avenue,East,A point 54.9 metres north of St. Clair Avenue West and a point 24.4 metres north thereof,Anytime,A point 54.9 metres north of St. Clair Avenue West , a point 24.4 metres north thereof,43.648690000000045,-79.38543999999996,43.679844,-79.43472,43.664267000000024,-79.41007999999998,dpz82uz
2621,2621,Robina Avenue,East,A point 28.5 metres south of Glenhurst Avenue and a point 8 metres north thereof,Anytime,A point 28.5 metres south of Glenhurst Avenue , a point 8 metres north thereof,43.648690000000045,-79.38543999999996,43.68206699999999,-79.435602,43.66537850000002,-79.41052099999999,dpz82vp
2622,2622,Robina Avenue,East,A point 252 metres north of Glenhurst Avenue and a point 6 metres north thereof,Anytime,A point 252 metres north of Glenhurst Avenue , a point 6 metres north thereof,43.648690000000045,-79.38543999999996,43.68206699999999,-79.435602,43.66537850000002,-79.41052099999999,dpz82vp
2623,2623,Robina Avenue,East,A point 140.1 metres south of Jesmond Avenue and a point 42.6 metres north thereof,Anytime,A point 140.1 metres south of Jesmond Avenue , a point 42.6 metres north thereof,43.648690000000045,-79.38543999999996,43.68973500000001,-79.43861249999998,43.66921250000003,-79.41202624999997,dpz82vt
