,highway,side,between,time,start_loc,end_loc,start_lat,start_lon,end_lat,end_lon,avg_lat,avg_lon,geohash
956,Eglinton Avenue West,North,Islington Avenue and a point 228.5 metres west,Anytime,Islington Avenue , a point 228.5 metres west,43.67982599999999,-79.539003,43.664707200698444,-79.34635033812098,43.664707200698444,-79.34635033812098,dpz86kv
957,Eglinton Avenue East,Both,Kennedy Road and Midland Avenue,Anytime,Kennedy Road , Midl,43.732215,-79.26800399999999,43.7089009100495,-79.38780176683875,43.7089009100495,-79.38780176683875,dpz89kz
958,Eglinton Avenue East,Both,Leslie Street and Kennedy Road,"7:00 a.m. to 10:00 a.m. and 3:00 p.m. to 7:00 p.m., Mon. to Fri., except public holidays",Leslie Street , Kennedy Road,43.717014000000006,-79.349904,43.732215,-79.26800399999999,43.732215,-79.26800399999999,dpz8u1n
959,Eglinton Avenue West,North,Locksley Avenue and Marlee Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Locksley Avenue , Marlee Avenue,43.69632299999999,-79.44731549999999,43.698032999999995,-79.4393775,43.698032999999995,-79.4393775,dpz886f
960,Eglinton Avenue West,North,Locksley Avenue and Northcliffe Boulevard,Anytime,Locksley Avenue , Northcliffe Boulevard,43.69632299999999,-79.44731549999999,43.696251,-79.44766650000001,43.696251,-79.44766650000001,dpz884e
961,Eglinton Avenue East,Both,Midland Avenue and Cedar Drive,"7:00 a.m. to 10:00 a.m. and 3:00 p.m. to 7:00 p.m., Mon. to Fri., except public holidays",Midl, Avenue ,43.7089009100495,-79.38780176683875,43.704612,-79.4084805,43.704612,-79.4084805,dpz89h0
962,Eglinton Avenue West,South,Oakwood Avenue and a point 30.5 metres east,Anytime,Oakwood Avenue , a point 30.5 metres east,43.69729500000001,-79.442766,43.664707200698444,-79.34635033812098,43.664707200698444,-79.34635033812098,dpz86kv
963,Eglinton Avenue West,South,A point 30.5 metres east of Oakwood Avenue and a point approximately 40 metres west of Marlee Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",A point 30.5 metres east of Oakwood Avenue , a point approximately 40 metres west of Marlee Avenue,43.69729500000001,-79.442766,43.698032999999995,-79.4393775,43.698032999999995,-79.4393775,dpz886f
964,Eglinton Avenue West,South,A point 30.5 metres east of Oakwood Avenue and Peveril Hill North,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",A point 30.5 metres east of Oakwood Avenue , Peveril Hill North,43.69729500000001,-79.442766,43.7007555,-79.42667175,43.7007555,-79.42667175,dpz88e7
966,Eglinton Avenue West,North,A point approximately 120 metres east of Old Forest Hill Road and a point 30.5 metres west of Spadina Road,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",A point approximately 120 metres east of Old Forest Hill Road , a point 30.5 metres west of Spadina Road,43.701498000000015,-79.4231505,43.702352999999995,-79.419096,43.702352999999995,-79.419096,dpz88gb
967,Eglinton Avenue West,Both,Peveril Hill North and a point 91.5 metres east of Bathurst Street,Anytime,Peveril Hill North , a point 91.5 metres east of Bathurst Street,43.7007555,-79.42667175,43.700984999999996,-79.42555800000001,43.700984999999996,-79.42555800000001,dpz88es
968,Eglinton Avenue West,North,Richardson Avenue and a point 30.5 metres east,Anytime,Richardson Avenue , a point 30.5 metres east,43.69095899999999,-79.471512,43.664707200698444,-79.34635033812098,43.664707200698444,-79.34635033812098,dpz86kv
969,Eglinton Avenue West,North,Richardson Avenue and a point approximately 40 metres west of Marlee Avenue,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Richardson Avenue , a point approximately 40 metres west of Marlee Avenue,43.69095899999999,-79.471512,43.698032999999995,-79.4393775,43.698032999999995,-79.4393775,dpz886f
970,Eglinton Avenue West,South,East curb line of Richardson Avenue and Oakwood Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",East curb line of Richardson Avenue , Oakwood Avenue,43.69095899999999,-79.471512,43.69729500000001,-79.442766,43.69729500000001,-79.442766,dpz884z
971,Eglinton Avenue West,South,A point approximately 40 metres east of Rostrevor Road and a point approximately 15 metres west of Bathurst Street,"7:00 a.m. to 9:00 a.m. and 4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",A point approximately 40 metres east of Rostrevor Road , a point approximately 15 metres west of Bathurst Street,43.70029200000001,-79.428798,43.700984999999996,-79.42555800000001,43.700984999999996,-79.42555800000001,dpz88es
972,Eglinton Avenue West,North,West curb line of Rostrevor Road and east curb line of Glenarden Road,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",West curb line of Rostrevor Road , east curb line of Glenarden Road,43.70029200000001,-79.428798,43.69942800000002,-79.43283,43.69942800000002,-79.43283,dpz887n
973,Eglinton Avenue West,South,Spadina Road and the westerly limit of Belt Line Bridge,Anytime,Spadina Road , the westerly limit of Belt Line Bridge,43.702353000000016,-79.4190915,43.664707200698444,-79.34635033812098,43.664707200698444,-79.34635033812098,dpz86kv
974,Eglinton Avenue West,North,A point 30.5 metres west of projection northerly of west curb line of Spadina Road and westerly limit of Belt Line Bridge,Anytime,A point 30.5 metres west of projection northerly of west curb line of Spadina Road , westerly limit of Belt Line Bridge,43.648690000000045,-79.38543999999996,43.664707200698444,-79.34635033812098,43.664707200698444,-79.34635033812098,dpz86kv
975,Eglinton Avenue West,South,Winona Drive and Flanders Road,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Winona Drive , Fl,43.69810500000001,-79.43901749999999,43.675775821190555,-79.55707086921255,43.675775821190555,-79.55707086921255,dpz2mwu
976,Eglinton Avenue West,North,Yonge Street and Belt Line Bridge,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Yonge Street , Belt Line Bridge,43.706745,-79.3983105,43.664707200698444,-79.34635033812098,43.664707200698444,-79.34635033812098,dpz86kv
977,Eglinton Avenue West,South,Yonge Street and Duplex Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Yonge Street , Duplex Avenue,43.706745,-79.3983105,43.70634000000001,-79.4002635,43.70634000000001,-79.4002635,dpz89hq
978,Eglinton Avenue West,North,A point approximately 40 metres east of Yonge Street and a point 12.7 metres west of Oriole Parkway,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",A point approximately 40 metres east of Yonge Street , a point 12.7 metres west of Oriole Parkway,43.706745,-79.39831500000001,43.70509800000001,-79.40616299999999,43.70509800000001,-79.40616299999999,dpz89h6
981,Ellesmere Road,Both,A point 61 metres east of Gander Drive and a point 61 metres west of Gander Drive,Anytime,A point 61 metres east of G,er Drive ,43.78996789323902,-79.17396696249388,43.78996789323902,-79.17396696249388,43.78996789323902,-79.17396696249388,dpz9n7e
982,Finch Avenue West,Both,Ancona Street and a point 30.5 metres east of Endell Street,Anytime,Ancona Street , a point 30.5 metres east of Endell Street,43.774587,-79.438833,43.77492000000001,-79.4373615,43.77492000000001,-79.4373615,dpz902g
983,Finch Avenue East,Both,Bayview Avenue and Victoria Park Avenue,"7:00 a.m. to 9:00 a.m. and 4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Bayview Avenue , Victoria Park Avenue,43.784982000000014,-79.392123,43.79312699999999,-79.3314225,43.79312699999999,-79.3314225,dpz94u2
984,Finch Avenue East,South,A point 119 metres east of Bridletowne Circle (east intersection) and a point 145 metres further east,"7:00 a.m. to 6:00 p.m., Mon. to Fri., except public holidays",A point 119 metres east of Bridletowne Circle (east intersection) , a point 145 metres further east,43.79589899999999,-79.319304,43.79015913888244,-79.13557994902368,43.79015913888244,-79.13557994902368,dpz9p5z
985,Finch Avenue East,South,A point 58 metres east of Estelle Avenue and a point 181.5 metres further east,"8:00 a.m. to 6:00 p.m., Mon. to Sat., except Sun. and public holidays",A point 58 metres east of Estelle Avenue , a point 181.5 metres further east,43.783983000000006,-79.39635299999999,43.79015913888244,-79.13557994902368,43.79015913888244,-79.13557994902368,dpz9p5z
987,Frederick G. Gardiner Expressway,Both,Highway 427 and the Humber River,Anytime,Highway 427 , the Humber River,43.63753608484664,-79.41002287288354,43.63753608484664,-79.41002287288354,43.63753608484664,-79.41002287288354,dpz80zz
992,Highway 2A,Both,Lawson Road and a point 100 metres east of the ramp to westbound Highway 2A,Anytime,Lawson Road , a point 100 metres east of the ramp to westbound Highway 2A,43.7821695,-79.1683515,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
993,Highway 27,Both,The northerly limit of Highway 401 and Steeles Avenue West,Anytime,The northerly limit of Highway 401 , Steeles Avenue West,43.677306000000016,-79.577631,43.755453,-79.61418,43.755453,-79.61418,dpz2um6
994,Islington Avenue,East,Aberfoyle Crescent and a point approximately 119.5 metres north,Anytime,Aberfoyle Crescent , a point approximately 119.5 metres north,43.6455,-79.523811,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
995,Islington Avenue,West,Bloor Street West and a point 213.5 metres north of Bloor Street West,Anytime,Bloor Street West , a point 213.5 metres north of Bloor Street West,43.64469899999999,-79.5234645,43.64469899999999,-79.5234645,43.64469899999999,-79.5234645,dpz2q3k
996,Jane Street,East,Annette Street and a point  25 metres north,Anytime,Annette Street , a point  25 metres north,43.65826200000001,-79.48814399999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
997,Jane Street,East,Driftwood Avenue and a point 186 metres north,"9:00 a.m. to 4:00 p.m., Mon. to Fri., except public holidays",Driftwood Avenue , a point 186 metres north,43.765884,-79.519671,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
998,Jane Street,West,Haney Avenue and a point 61 metres south,Anytime,Haney Avenue , a point 61 metres south,43.673975999999996,-79.4947365,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
999,Jane Street,West,Macdonald Avenue and a point 15 metres north,Anytime,Macdonald Avenue , a point 15 metres north,43.704459000000014,-79.504182,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
1000,Jane Street,East,Spenvalley Drive and a point 152.5 metres north,"9:00 a.m. to 4:00 p.m., Mon. to Fri., except public holidays",Spenvalley Drive , a point 152.5 metres north,43.741232999999994,-79.51366349999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
1001,Jane Street,Both,Steeles Avenue West and Wilson Avenue,"7:00 a.m. to 9:00 a.m. and 4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Steeles Avenue West , Wilson Avenue,43.775451,-79.5216915,43.72092900000001,-79.5086325,43.72092900000001,-79.5086325,dpz2wxp
1002,Jane Street,West,Wilson Avenue and Highway 401,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Wilson Avenue , Highway 401,43.72092900000001,-79.5086325,43.71777,-79.5078225,43.71777,-79.5078225,dpz2wy8
1003,Jane Street,East,Woolner Avenue and a point 30.5 metres south,Anytime,Woolner Avenue , a point 30.5 metres south,43.67165399999999,-79.49376,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
1004,Lower Jarvis Street,Both,Lake Shore Boulevard East and a point 178 metres north of Lake Shore Boulevard East,Anytime,Lake Shore Boulevard East , a point 178 metres north of Lake Shore Boulevard East,43.645527000000016,-79.3698435,43.645527000000016,-79.3698435,43.645527000000016,-79.3698435,dpz83ck
1005,Lower Jarvis Street,Both,A point 178 metres north of Lake Shore Boulevard East and Front Street East,"7:30 a.m. to 9:30 a.m. and 3:30 p.m. to 6:30 p.m., Mon. to Fri., except public holidays",A point 178 metres north of Lake Shore Boulevard East , Front Street East,43.645527000000016,-79.3698435,43.649469,-79.3714815,43.649469,-79.3714815,dpz83f5
1006,Keele Street,West,Annette Street and Bloor Street West,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Annette Street , Bloor Street West,43.663617000000016,-79.463781,43.654707,-79.459974,43.654707,-79.459974,dpz2rg5
1007,Keele Street,West,Annette Street and Dundas Street West,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Annette Street , Dundas Street West,43.663617000000016,-79.463781,43.665398999999994,-79.464564,43.665398999999994,-79.464564,dpz2rtp
1008,Keele Street,East,Bloor Street West and Dundas Street West,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Bloor Street West , Dundas Street West,43.654707,-79.459974,43.665398999999994,-79.464564,43.665398999999994,-79.464564,dpz2rtp
1009,Keele Street,Both,Dundas Street West and St. Clair Avenue West,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Dundas Street West , St. Clair Avenue West,43.665398999999994,-79.464564,43.67259,-79.467633,43.67259,-79.467633,dpz2rwm
1010,Kennedy Road,Both,Eglinton Avenue East and Merrian Road,Anytime,Eglinton Avenue East , Merrian Road,43.732215,-79.26800399999999,43.727472000000006,-79.265961,43.727472000000006,-79.265961,dpz8u22
1011,Kingston Road,South,Brimley Road South and a point 79 metres east of Chine Drive,Anytime,Brimley Road South , a point 79 metres east of Chine Drive,43.718175,-79.2403335,43.71406200000001,-79.2450135,43.71406200000001,-79.2450135,dpz8stz
1016,Kipling Avenue,East,Farr Avenue and a point 106.5 metres north,"8:00 a.m. to 5:00 p.m., Mon. to Fri., except public holidays",Farr Avenue , a point 106.5 metres north,43.744130999999996,-79.5825,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
1017,Kipling Avenue,West,Stevenson Road and a point 65.5 metres north,"8:00 a.m. to 5:00 p.m., Mon. to Fri., except public holidays",Stevenson Road , a point 65.5 metres north,43.74453600000001,-79.5826935,43.634484000000015,-79.532253,43.634484000000015,-79.532253,dpz2npq
1022,Lake Shore Boulevard East,South,A point 338 metres east of Ashbridges Bay Park Road and Woodbine Avenue,Anytime,A point 338 metres east of Ashbridges Bay Park Road , Woodbine Avenue,43.66227599999999,-79.314804,43.6662,-79.3047825,43.6662,-79.3047825,dpz87mh
1023,Lake Shore Boulevard East,South,Cherry Street and a point 254 metres east of Ashbridges Bay Park Road,Anytime,Cherry Street , a point 254 metres east of Ashbridges Bay Park Road,43.64901000000002,-79.35615,43.66227599999999,-79.314804,43.66227599999999,-79.314804,dpz87hk
1024,Lake Shore Boulevard East,North,Cherry Street and Woodbine Avenue,Anytime,Cherry Street , Woodbine Avenue,43.64901000000002,-79.35615,43.6662,-79.3047825,43.6662,-79.3047825,dpz87mh
1025,Lake Shore Boulevard (eastbound),North,Humber River and Cherry Street,Anytime,Humber River , Cherry Street,43.648690000000045,-79.38543999999996,43.64901000000002,-79.35615,43.64901000000002,-79.35615,dpz864n
1026,Lake Shore Boulevard East (eastbound),South,A point 83 metres east of Freeland Street and Cherry Street,Anytime,A point 83 metres east of Freel, Street ,43.648690000000045,-79.38543999999996,43.66099198825615,-79.32045505089008,43.66099198825615,-79.32045505089008,dpz87h0
1027,Lake Shore Boulevard (westbound),Both,Humber River and Cherry Street,Anytime,Humber River , Cherry Street,43.63834559115257,-79.39277216823157,43.64901000000002,-79.35615,43.64901000000002,-79.35615,dpz864n
1028,Lake Shore Boulevard West,South,A point 110 metres west of Lake Crescent and a point 30 metres east,Anytime,A point 110 metres west of Lake Crescent , a point 30 metres east,43.60695299999999,-79.4904975,43.595333999999994,-79.5297825,43.595333999999994,-79.5297825,dpz2n22
1029,Lake Shore Boulevard West,Both,A point 51 metres east of Louisa Street and a point 212 metres further east,Anytime,A point 51 metres east of Louisa Street , a point 212 metres further east,43.618922999999995,-79.48646099999999,43.63834559115257,-79.39277216823157,43.63834559115257,-79.39277216823157,dpz8325
1030,Lake Shore Boulevard West,South,Palace Pier Court and Park Lawn Road,Anytime,Palace Pier Court , Park Lawn Road,43.63127100000001,-79.475562,43.623000000000005,-79.4813265,43.623000000000005,-79.4813265,dpz2pm7
1031,Lake Shore Boulevard West,North,Thirty Second Street and 58 metres west,Anytime,Thirty Second Street , 58 metres west,43.59506400000001,-79.530984,43.59498058175245,-79.53135692863617,43.59498058175245,-79.53135692863617,dpz2n0p
1032,Lake Shore Boulevard West,North,A point 175 metres west of Thirty Second Street and a point 140 metres west,Anytime,A point 175 metres west of Thirty Second Street , a point 140 metres west,43.59506400000001,-79.530984,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
1033,Lake Shore Boulevard West,North,A point 26 metres west of Thirty Fifth Street and the most easterly inbound access to Brown’s Line,Anytime,A point 26 metres west of Thirty Fifth Street , the most easterly inbound access to Brown’s Line,43.59400200000002,-79.535583,0.0,0.0,0.0,0.0,7zzzzzz
1034,Lawrence Avenue West,North,Avenue Road and a point 110 metres east,Anytime,Avenue Road , a point 110 metres east,43.72224299999999,-79.415613,43.780688999999995,-79.13159999999999,43.780688999999995,-79.13159999999999,dpz9p64
1035,Lawrence Avenue West,Both,Weston Road and Ralph Street,Anytime,Weston Road , Ralph Street,43.70014800000001,-79.5161925,43.701093000000014,-79.51212,43.701093000000014,-79.51212,dpz2wet
1036,Leslie Street,West,A point 91.5 metres north of Castlebury Crescent and a point 183 metres further north,"8:00 a.m. to 6:00 p.m., Mon. to Fri., except public holidays",A point 91.5 metres north of Castlebury Crescent , a point 183 metres further north,43.795322999999996,-79.3692405,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
1037,Lonsdale Road,North,Avenue Road and Oriole Parkway,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Avenue Road , Oriole Parkway,43.69077900000001,-79.4030535,43.691067000000004,-79.401663,43.691067000000004,-79.401663,dpz891t
1038,Lonsdale Road,South,Avenue Road and Oriole Parkway,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Avenue Road , Oriole Parkway,43.69077900000001,-79.4030535,43.691067000000004,-79.401663,43.691067000000004,-79.401663,dpz891t
1039,Markham Road,Both,Ellesmere Road and Highway 401,Anytime,Ellesmere Road , Highway 401,43.77645900000002,-79.231752,43.785585,-79.2354015,43.785585,-79.2354015,dpz9hfy
1040,Markham Road,West,Nugget Avenue and a point 310 metres north,Anytime,Nugget Avenue , a point 310 metres north,43.79851799999999,-79.2411615,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
1041,Millwood Road,North and east,Overlea Boulevard and Laird Drive,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Overlea Boulevard , Laird Drive,43.701921,-79.35295049999999,43.70319000000002,-79.3605915,43.70319000000002,-79.3605915,dpz8d5g
1042,Millwood Road,South and west,Overlea Boulevard and Laird Drive,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Overlea Boulevard , Laird Drive,43.701921,-79.35295049999999,43.70319000000002,-79.3605915,43.70319000000002,-79.3605915,dpz8d5g
1043,Millwood Road,Both,Pape Avenue/Donlands Avenue and Overlea Boulevard,Anytime,Pape Avenue/Donl,s Avenue ,43.697483999999996,-79.3495035,43.701882365986364,-79.38625522980963,43.701882365986364,-79.38625522980963,dpz89e8
1044,Morningside Avenue (SC),Both,A point 91.5 metres north of Beath Street and a point 152.5 metres further north,Anytime,A point 91.5 metres north of Beath Street , a point 152.5 metres further north,43.77474900000001,-79.188651,43.644778572456644,-79.47898910051254,43.644778572456644,-79.47898910051254,dpz2r3m
1045,Morningside Avenue (SC),Both,Sheppard Avenue East and Highway 401,Anytime,Sheppard Avenue East , Highway 401,43.801983,-79.1998335,43.644778572456644,-79.47898910051254,43.644778572456644,-79.47898910051254,dpz2r3m
1047,Mount Pleasant Road,West,Carstowe Road and a point 30.5 metres south of Eglinton Avenue East,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Carstowe Road , a point 30.5 metres south of Eglinton Avenue East,43.684776,-79.3838025,43.70841899999999,-79.390143,43.70841899999999,-79.390143,dpz89kv
1048,Mount Pleasant Road,West,Eglinton Avenue East and a point 30.5 metres south,Anytime,Eglinton Avenue East , a point 30.5 metres south,43.70841899999999,-79.390143,43.676253,-79.38064349999999,43.676253,-79.38064349999999,dpz83xh
1049,Mount Pleasant Road,West,Eglinton Avenue East and Lawrence Avenue East,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Eglinton Avenue East , Lawrence Avenue East,43.70841899999999,-79.390143,43.726139999999994,-79.39722599999999,43.726139999999994,-79.39722599999999,dpz8c20
1050,Mount Pleasant Road,East,Lawrence Avenue East and Carstowe Road,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Lawrence Avenue East , Carstowe Road,43.726139999999994,-79.39722599999999,43.684776,-79.3838025,43.684776,-79.3838025,dpz898d
1051,O'Connor Drive,North and west,Broadview Avenue and Woodbine Avenue,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Broadview Avenue , Woodbine Avenue,43.691913,-79.355853,43.70025600000001,-79.318917,43.70025600000001,-79.318917,dpz8e53
1052,O'Connor Drive,South and east,Broadview Avenue and Woodbine Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Broadview Avenue , Woodbine Avenue,43.691913,-79.355853,43.70025600000001,-79.318917,43.70025600000001,-79.318917,dpz8e53
1053,O'Connor Drive,South and east,A point 50 metres north of Gardens Crescent and Dohme Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",A point 50 metres north of Gardens Crescent , Dohme Avenue,43.708347,-79.3107,43.710543,-79.308972,43.710543,-79.308972,dpz8em2
1054,O'Connor Drive,South and east,A point 110 metres north of Dohme Avenue and Victoria Park Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",A point 110 metres north of Dohme Avenue , Victoria Park Avenue,43.710543,-79.308972,43.72337699999999,-79.3021545,43.72337699999999,-79.3021545,dpz8ert
1055,O'Connor Drive,Both,Victoria Park Avenue and Woodbine Avenue,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Victoria Park Avenue , Woodbine Avenue,43.72337699999999,-79.3021545,43.70025600000001,-79.318917,43.70025600000001,-79.318917,dpz8e53
1056,O'Connor Drive,South and east,Woodbine Avenue and St. Clair Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Woodbine Avenue , St. Clair Avenue,43.70025600000001,-79.318917,43.70552099999999,-79.31272499999999,43.70552099999999,-79.31272499999999,dpz8ehq
1057,O'Connor Drive,North and west,Woodbine Avenue and Victoria Park Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Woodbine Avenue , Victoria Park Avenue,43.70025600000001,-79.318917,43.72337699999999,-79.3021545,43.72337699999999,-79.3021545,dpz8ert
1058,Old Weston Road,West,Davenport Road and St. Clair Avenue West,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Davenport Road , St. Clair Avenue West,43.67105099999999,-79.4623185,43.673580000000015,-79.463043,43.673580000000015,-79.463043,dpz2ry8
1059,Old Weston Road,East,Davenport Road and St. Clair Avenue West,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Davenport Road , St. Clair Avenue West,43.67105099999999,-79.4623185,43.673580000000015,-79.463043,43.673580000000015,-79.463043,dpz2ry8
1060,Old Weston Road,West,Junction Road and Davenport Road,"7:00 a.m. to 9:00 a.m. and 4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Junction Road , Davenport Road,43.668791999999996,-79.4617515,43.67105099999999,-79.4623185,43.67105099999999,-79.4623185,dpz2ry1
1061,Old Weston Road,East,Kane Avenue and a point 30.5 metres south,Anytime,Kane Avenue , a point 30.5 metres south,43.680582000000015,-79.4664225,43.675980268524086,-79.47038489789574,43.675980268524086,-79.47038489789574,dpz2rwg
1062,Old Weston Road,East,Rogers Road and Kane Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Rogers Road , Kane Avenue,43.68187800000001,-79.4677635,43.680582000000015,-79.4664225,43.680582000000015,-79.4664225,dpz2rxy
1063,Old Weston Road,West,St. Clair Avenue West and a point 254 metres north,Anytime,St. Clair Avenue West , a point 254 metres north,43.673580000000015,-79.463043,43.675980268524086,-79.47038489789574,43.675980268524086,-79.47038489789574,dpz2rwg
1064,Old Weston Road,East,A point 142 metres north of St. Clair Avenue West and a point 256 metres north of St. Clair Avenue West,Anytime,A point 142 metres north of St. Clair Avenue West , a point 256 metres north of St. Clair Avenue West,43.673580000000015,-79.463043,43.673580000000015,-79.463043,43.673580000000015,-79.463043,dpz2ry8
1065,Old Weston Road,East,St. Clair Avenue West and a point 142 metres north,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",St. Clair Avenue West , a point 142 metres north,43.673580000000015,-79.463043,43.675980268524086,-79.47038489789574,43.675980268524086,-79.47038489789574,dpz2rwg
1066,Old Weston Road,West,A point 254 metres north of St. Clair Avenue West and Rogers Road,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",A point 254 metres north of St. Clair Avenue West , Rogers Road,43.673580000000015,-79.463043,43.68187800000001,-79.4677635,43.68187800000001,-79.4677635,dpz2x8j
1067,Old Weston Road,East,A point 256 metres north of St. Clair Avenue West and a point 30.5 metres south of Kane Avenue,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",A point 256 metres north of St. Clair Avenue West , a point 30.5 metres south of Kane Avenue,43.673580000000015,-79.463043,43.680582000000015,-79.4664225,43.680582000000015,-79.4664225,dpz2rxy
1068,Oriole Parkway,West,Kilbarry Road and a point 30.5 metres north,Anytime,Kilbarry Road , a point 30.5 metres north,43.695486,-79.40241449999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
1069,Oriole Parkway,East,30.5 metres south of Kilbarry Road and a point 30.5 metres north of Kilbarry Road,Anytime,30.5 metres south of Kilbarry Road , a point 30.5 metres north of Kilbarry Road,43.695486,-79.40241449999999,43.695486,-79.40241449999999,43.695486,-79.40241449999999,dpz894s
1070,Oriole Parkway,West,Lonsdale Road and Kilbarry Road,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Lonsdale Road , Kilbarry Road,43.691067000000004,-79.401663,43.695486,-79.40241449999999,43.695486,-79.40241449999999,dpz894s
1071,Oriole Parkway,East,Lonsdale Road and Kilbarry Road,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Lonsdale Road , Kilbarry Road,43.691067000000004,-79.401663,43.695486,-79.40241449999999,43.695486,-79.40241449999999,dpz894s
1072,Oriole Parkway,West,Oxton Avenue and a point 30.5 metres north of Kilbarry Road,"7:00 a.m. to 9:00 a.m., Mon. to Fri., except public holidays",Oxton Avenue , a point 30.5 metres north of Kilbarry Road,43.696584,-79.4027835,43.695486,-79.40241449999999,43.695486,-79.40241449999999,dpz894s
1073,Oriole Parkway,East,Oxton Avenue and a point 30.5 metres north of Kilbarry Road,"4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",Oxton Avenue , a point 30.5 metres north of Kilbarry Road,43.696584,-79.4027835,43.695486,-79.40241449999999,43.695486,-79.40241449999999,dpz894s
1074,Overlea Boulevard,Both,Don Mills Road and Millwood Road,Anytime,Don Mills Road , Millwood Road,43.710003,-79.3344915,43.701921,-79.35295049999999,43.701921,-79.35295049999999,dpz8d78
1075,Oxton Avenue,North,Avenue Road and a point 46 metres east,Anytime,Avenue Road , a point 46 metres east,43.69750200000001,-79.4056095,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
1076,Oxton Avenue,South,Avenue Road and a point 36 metres east,Anytime,Avenue Road , a point 36 metres east,43.69750200000001,-79.4056095,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1
