,address,capacity,carpark_type,id,is_ttc,lat,lng,max_height,payment_methods,payment_options,rate_details,rate_half_hour,geohash
49,15 Denison Avenue,120.0,surface,106,False,43.648412,-79.400307,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}]}",2.00,dpz831y
50,251 MacPherson Avenue,40.0,surface,107,False,43.677378,-79.40035,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$9.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz83pn
51,51 Aberdeen Avenue,35.0,surface,109,False,43.664703,-79.36905,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.50'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}]}",1.50,dpz83uv
52,1612 Danforth Avenue,25.0,surface,110,False,43.683577,-79.322995,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz8dbq
53,74 Clinton Street,79.0,garage,111,False,43.656159,-79.41448,1.93,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Sunday - Thursday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$8.00'}]}, {'title': 'Friday - Saturday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$10.00'}]}]}",1.25,dpz82gk
54,255 Kennedy Avenue,56.0,surface,116,False,43.65168,-79.475119,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$8.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.25,dpz2r6x
55,323 Richmond Street East,258.0,garage,125,False,43.653381,-79.368582,1.93,"['Bills', 'Coins', 'Charge (Visa / Mastercard / American Express Only)']","['Auto Express Pay Stations', 'Credit Card at Entry & Exit']","{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$13.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}]}",2.00,dpz83fv
56,7 Bartlett Avenue,38.0,surface,130,False,43.660899,-79.433013,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz82kn
57,912 Eglinton Avenue West,28.0,surface,131,False,43.700543,-79.428073,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}]}",1.25,dpz88e6
58,77 Gough Avenue,17.0,surface,137,False,43.679481,-79.346287,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am -6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}]}",1.00,dpz86rt
59,6 Sherwood Avenue,46.0,surface,139,False,43.713751,-79.399213,2.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}, {'title': 'Saturday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}]}",1.25,dpz89jz
60,141 Greenlaw Avenue,53.0,surface,141,False,43.676198,-79.447739,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz82p5
61,31 Langford Avenue,27.0,surface,142,False,43.680613,-79.340751,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",0.75,dpz86xc
62,265 Willard Avenue,88.0,surface,143,False,43.650431,-79.481771,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (9am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 9am)', 'rate': '$3.00'}]}]}",1.00,dpz2r67
63,376 Clinton Street,33.0,surface,144,False,43.664441,-79.41758,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$8.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.25,dpz82uc
64,573 Gerrard Street East,37.0,surface,146,False,43.665202,-79.353164,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$5.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}, {'title': 'Saturday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz86m0
65,12 Woodycrest Avenue,35.0,surface,149,False,43.68035,-79.342339,,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$3.50'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",0.75,dpz86xb
66,25 Glenforest Road,26.0,surface,152,False,43.730266,-79.402734,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 9am)', 'rate': '$5.00'}]}]}",1.25,dpz8c0u
67,995 Eglinton Avenue West,33.0,surface,155,False,43.699612,-79.431131,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$5.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}]}",1.00,dpz88e2
68,18 Ferrier Avenue,23.0,surface,156,False,43.678945,-79.348798,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 6am)', 'rate': '$6.00'}]}]}",1.00,dpz86re
69,709 Millwood Road,20.0,garage,157,False,43.704181,-79.374053,1.98,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.25,dpz89u1
70,1325 Queen Street West,32.0,surface,158,False,43.64095,-79.433856,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.00,dpz822w
71,30 St. Clair Avenue West,173.0,garage,161,False,43.688007,-79.395468,,"['Bills', 'Coins', 'Charge (Visa / Mastercard / American Express Only)']","['Credit Card at Entry & Exit', 'Cashier']","{'addenda': ['Daily Hours of Operation (6:30am - 1:30am)'], 'periods': [{'title': 'Monday - Saturday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$20.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}, {'title': 'Sunday & Holidays', 'notes': ['CLOSED'], 'rates': []}]}",2.00,dpz8931
72,453 Spadina Road,43.0,surface,164,False,43.689543,-79.412946,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}]}",1.25,dpz88cm
73,18 Ossington Avenue,20.0,surface,167,False,43.644655,-79.419286,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$8.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}]}",1.00,dpz82c2
74,146 Harrison Street,47.0,surface,168,False,43.650423,-79.424404,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.00,dpz82dk
75,17 Hammersmith Avenue,30.0,surface,170,False,43.671597,-79.294446,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.00,dpz87w5
76,730 Mt. Pleasant Road,53.0,garage,171,False,43.706702,-79.38975,2.10,"['Bills', 'Coins', 'Charge (Visa / Mastercard / American Express Only)']","['Auto Express Pay Stations', 'Credit Card at Entry & Exit']","{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$8.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}]}",1.25,dpz89kw
77,737 Rhodes Avenue,24.0,surface,173,False,43.682926,-79.324476,,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz8dbj
78,151 Hiawatha Road,50.0,surface,174,False,43.672598,-79.322941,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': ['LABOUR DAY - JUNE 30: PARKING ENFORCED FROM FRIDAY 6PM - MONDAY 7AM', 'JUNE 30 - LABOUR DAY: PARKING ENFORCED MONDAY - SUNDAY & HOLIDAYS'], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}]}]}",1.00,dpz86yq
79,650 Mt. Pleasant Road,68.0,garage,178,False,43.704763,-79.388956,2.10,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}]}",1.25,dpz89kn
80,653 Gerrard Street East,25.0,surface,179,False,43.665784,-79.350195,2.15,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}, {'title': 'Saturday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.00,dpz86m4
81,268 Rhodes Ave,41.0,surface,180,False,43.672047,-79.320366,2.15,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday ', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}, {'title': 'Saturday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",0.75,dpz87n2
82,1155 King Street West,329.0,surface,181,False,43.637863,-79.424011,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': ['Event Rate in effect when attended by a Cashier'], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$5.00'}, {'when': 'Event Rate', 'rate': '$10.00'}]}]}",1.50,dpz828j
83,192 Boardwalk Dr,24.0,surface,184,False,43.668004,-79.307384,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",0.75,dpz87md
84,116 Joseph Duggan Rd,24.0,surface,185,False,43.667724,-79.308522,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",0.75,dpz87m3
85,118 Sarah Ashbridge Ave,24.0,surface,186,False,43.667445,-79.309487,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",0.75,dpz87m2
86,157 Beatrice Street,18.0,surface,188,False,43.654669,-79.416411,2.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$9.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$8.00'}]}]}",1.25,dpz82g4
87,1117 Dundas Street West,37.0,surface,204,False,43.649267,-79.420135,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$6.50'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.00,dpz82f0
88,465 Huron Street,20.0,surface,205,False,43.667778,-79.401648,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$6.00'}]}]}",1.75,dpz83jm
89,10 Kingsdale Avenue,50.0,surface,400,False,43.770373,-79.41257,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$5.00'}]}]}",1.25,dpz90bj
90,246 Brooke Avenue,97.0,surface,401,False,43.733158,-79.420295,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7 am - 6 pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6 pm - 7 am)', 'rate': '$4.50'}]}]}",1.00,dpz8b9r
91,800 Fleet Street,132.0,surface,271,False,43.636821,-79.409705,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': ['ATTENDED DURING EVENTS - EVENT RATE TO BE DETERMINED ON AN EVENT BY EVENT BASIS'], 'periods': [{'title': 'Monday - Sunday', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 7am)', 'rate': '$8.00'}]}]}",1.00,dpz80zz
92,10 Empress Avenue,68.0,surface,402,False,43.769459,-79.412484,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$13.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$6.00'}]}]}",1.75,dpz8bzv
93,10 Harlandale Avenue,112.0,surface,403,False,43.762168,-79.412441,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$14.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$7.00'}]}]}",2.00,dpz8byt
94,95 Beecroft Road,387.0,garage,404,False,43.763594,-79.414051,1.93,"['Bills', 'Coins', 'Charge (Visa / Mastercard / American Express Only)']","['Pay at Exit Lane Stations', 'Credit Card at Entry & Exit', 'Pay and Display', 'Cashier']","{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays (Attended)', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$5.00'}, {'when': 'UPPER LEVEL', 'rate': ''}]}, {'title': 'Monday - Friday (Unattended)', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$5.00'}]}, {'title': 'Saturday - Sunday & Holidays (Unattended)', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$9.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$5.00'}, {'when': 'LOWER LEVELS', 'rate': ''}]}, {'title': 'Monday - Sundays & Holidays (Unattended)', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$5.00'}]}]}",1.75,dpz8byu
95,180 Beecroft Road,173.0,surface,410,False,43.767569,-79.416143,0.00,"['Bills', 'Coins', 'Charge (Visa / Mastercard / American Express Only)']","['Auto Express Pay Stations', 'Credit Card at Entry & Exit']","{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$3.00'}]}]}",1.50,dpz8bzd
96,1880 Avenue Road,32.0,surface,411,False,43.732182,-79.419576,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$4.00'}]}]}",1.00,dpz8bc0
97,11 Finch West,62.0,surface,412,False,43.779321,-79.416572,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$11.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$5.00'}]}]}",1.50,dpz90cf
98,4576 Yonge Street,17.0,surface,413,False,43.756023,-79.410403,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Friday', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$9.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$3.00'}]}, {'title': 'Saturday & Sunday', 'notes': [], 'rates': [{'when': 'Day Maximum (5am - 7pm)', 'rate': '$3.00'}, {'when': 'Night Maximum (7pm - 5am)', 'rate': '$3.00'}]}]}",1.50,dpz8bvx
99,68 Sheppard Avenue West,34.0,surface,418,False,43.76082,-79.414662,2.15,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$10.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz8byk
100,7 Jackson Avenue,40.0,surface,500,False,43.648474,-79.508958,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (9am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 9am)', 'rate': '$3.00'}]}]}",1.00,dpz2q9z
101,11 Grenview Blvd. N.,59.0,surface,501,False,43.648738,-79.507853,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (9am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 9am)', 'rate': '$3.00'}]}]}",1.00,dpz2qf0
102,342 Prince Edward Drive,21.0,surface,502,False,43.649142,-79.505889,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz2qf1
103,12 Willingdon Blvd.,65.0,surface,503,False,43.648389,-79.510632,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm -7am)', 'rate': '$3.00'}]}]}",1.00,dpz2q9y
104,9 Willingdon Blvd.,116.0,surface,504,False,43.648234,-79.510117,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (9am - 6pm)', 'rate': '$7.00'}, {'when': 'Night Maximum (6pm - 9am)', 'rate': '$3.00'}]}]}",1.00,dpz2q9y
105,934 Royal York Road,11.0,surface,505,False,43.646766,-79.511318,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': 'NO MAXIMUM'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$3.00'}]}]}",1.00,dpz2q9t
106,140 Fifth Street,53.0,surface,506,False,43.60169,-79.503422,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$2.00'}]}]}",0.75,dpz2nc7
107,66 Third Street,24.0,surface,507,False,43.601216,-79.500697,0.00,"['Coins', 'Charge (Visa / Mastercard / American Express Only)']",['Pay and Display'],"{'addenda': [], 'periods': [{'title': 'Monday - Sunday & Holidays', 'notes': [], 'rates': [{'when': 'Day Maximum (7am - 6pm)', 'rate': '$4.00'}, {'when': 'Night Maximum (6pm - 7am)', 'rate': '$2.00'}]}]}",0.75,dpz2ncm
